363747,183206.41,105.28 366157,195583.77,104.74 
368344,963680.5,94.09 365025,1053303.12,115.9 
387698,1019535.93,101.92 342253,804484.55,101.26 
409988,1106581.42,99.78 371656,892802.09,106.02 
392725,868636.09,96.37 373503,817869.66,103.16 
370985,478714.64,101.35 377120,531494.04,103.43 
361875,998527.91,96.87 385707,1032751.41,104.36 
401133,907892.41,101.82 393051,881346.92,99.06 
421259,150837.53,88.67 414300,113147.17,93.19 
433230,0,91.61 421702,0,89.29 
383283,0,103.94 376035,0,110.27 
419230,33109.55,92.21 340425,26728.31,101.75 
379356,59782.5,96.13 355923,68772.7,95.51 
413905,89108.72,96.77 413384,108627.38,106.61 

388305,731626.67,99.6 382319,704671.15,93.1 
375517,149094.04,101.04 370267,190605.29,104.08 
398118,1127613.72,105.48 403366,1141777.83,94.89 
395663,974710.47,99.55 372204,894587.89,111.29 
364534,818381.93,107.12 383829,955147.55,110.63 
390472,865242.87,93.16 350442,743247.66,103.8 
388049,510513.6,98.22 362107,420101.21,108.07 
376252,1025378.17,98.06 446307,1807517.19,105.44 
384729,860498.23,102.39 356475,842869.87,108.35 
345885,76190.33,96.8 389021,84044.16,99.13 
359916,0,103.62 396520,0,105.51 
375843,0,98.41 395044,0,100.93 
434398,14689.74,97.73 395329,33047.04,107.54 
366626,77661.41,100.06 380012,66329.87,101.87 
387499,68107.05,97.0 362161,62266.45,108.08 

376444,700578.96,97.55 393899,767487.81,107.27 
362863,209363.89,102.4 367096,171246.54,102.5 
376276,1058308.8,98.34 366993,1049053.91,103.03 
362749,907408.97,100.61 333811,805305.13,98.25 
385198,1047716.76,98.53 327930,687363.52,98.73 
389803,879307.0,99.06 414335,932242.6,98.11 
374839,488898.64,109.59 427840,580198.44,99.0 
355189,983574.15,99.11 360590,999515.65,99.87 
359799,855982.34,99.24 428039,926238.83,97.76 
346800,57375.8,103.02 372388,119087.88,92.72 
404871,0,100.9 388516,0,96.43 
381729,0,101.81 391081,0,100.31 
378023,23953.11,108.93 418454,33210.83,103.12 
363041,65132.14,106.91 324741,63934.71,102.48 
432021,85863.96,99.51 327730,47477.58,105.3 

374297,691237.29,101.3 326588,592982.17,109.03 
389427,215988.57,96.26 395765,179990.22,108.37 
377710,1082670.23,109.11 404703,1180508.4,107.39 
395326,1010143.78,103.72 369809,884801.71,108.03 
375985,928361.45,97.16 371404,877711.54,94.5 
384403,828100.66,101.73 382167,843269.14,106.38 
347355,418493.81,101.89 401529,534014.17,100.16 
389144,1066549.93,105.86 341828,949393.32,105.72 
436867,939657.7,98.87 331849,778900.03,101.16 
392763,106997.73,97.04 346211,68242.91,103.57 
438113,0,89.5 370959,0,91.15 
401390,0,102.97 335206,0,86.51 
424052,33060.77,93.89 357185,25602.3,111.58 
350093,77263.84,105.06 353617,89215.1,103.26 
417047,86677.43,102.14 364186,92001.4,111.76 

353519,611898.87,103.96 353745,632628.99,106.79 
350443,174428.77,96.3 415081,179189.47,94.04 
355104,890774.9,102.89 345806,903504.55,111.91 
379196,965793.07,106.45 402149,1033763.11,91.99 
346605,780462.58,94.69 370801,863748.41,118.39 
367570,810925.33,96.16 347138,745265.61,101.14 
374683,488052.78,99.16 381122,498817.85,107.33 
413258,1732297.22,108.52 346217,957077.97,101.37 
380761,851445.61,104.37 325965,745387.94,103.66 
396073,112426.34,111.11 375572,65130.76,113.04 
349544,0,107.42 355698,0,96.36 
371502,0,104.33 357693,0,98.49 
433670,29815.63,107.91 408754,33047.04,99.44 
355169,77818.24,106.96 392529,75099.82,107.58 
367638,65368.87,98.07 350272,68280.76,118.81 

404577,753972.09,97.52 379840,695539.67,105.9 
380639,195837.21,95.12 346443,209596.5,104.97 
343912,853667.44,102.47 390484,1115376.29,95.27 
351430,847736.16,102.52 428784,1251163.08,103.33 
365706,894530.22,99.04 374769,905806.38,113.34 
402626,879337.59,96.12 364852,822725.8,111.43 
395638,503912.84,99.91 341505,393846.43,111.42 
352286,986731.44,105.72 392756,1106073.71,102.49 
376426,891925.47,95.96 369472,852059.66,110.33 
346443,68220.42,102.79 340343,60026.38,107.47 
360561,0,107.33 432934,0,96.6 
337825,0,106.36 432112,0,92.8 
377255,12786.53,103.67 390206,26919.48,97.02 
397899,95597.74,100.05 415701,98009.65,96.65 
350600,81090.0,97.1 374002,68308.75,107.36 

320251,583883.14,117.82 391556,729926.96,101.96 
374815,194659.66,107.41 390925,211426.26,97.8 
390605,1113075.48,106.18 351301,888238.48,104.63 
391293,1008778.67,106.42 383935,979193.54,108.04 
393532,1064790.56,102.34 352619,761526.29,101.06 
360876,788567.81,110.62 407461,928852.17,106.43 
388675,518411.2,103.47 380865,470350.73,105.57 
356038,1004966.27,101.33 326269,905721.1,115.02 
415054,944627.1,98.4 357270,848277.57,106.11 
372090,78900.71,102.61 365605,110733.29,101.3 
386997,0,99.06 396657,0,92.22 
431745,0,92.16 395244,0,97.7 
404035,19806.39,100.1 388613,23428.11,103.42 
411775,101546.18,100.9 359050,66295.66,104.15 
411636,81019.51,102.44 387807,80166.93,99.74 

330794,597469.16,102.83 347808,630197.72,100.85 
417589,208826.78,101.05 346158,183248.69,105.62 
366907,1050182.41,114.7 383204,1086846.21,100.28 
367151,880857.18,101.93 417763,1074959.1,105.78 
344438,757733.18,100.32 364931,824994.16,96.72 
386592,840355.43,101.35 377624,818641.18,105.8 
351036,478005.98,108.31 343338,385538.57,103.36 
367343,1003962.38,96.89 372932,1012244.66,98.2 
391078,875019.69,106.89 373689,845800.56,105.74 
363623,84163.5,95.44 388073,93259.2,94.03 
400406,0,95.64 367764,0,102.93 
386559,0,96.28 405260,0,99.61 
378127,30088.16,108.36 379673,25343.48,105.01 
407702,68254.48,101.83 348387,71496.23,99.34 
375033,89178.7,103.92 379456,96735.15,102.75 

313936,558544.21,105.32 337319,596590.32,104.58 
369260,205196.4,98.16 367568,172833.62,111.92 
363939,957639.08,107.33 342195,823671.49,100.65 
378692,969353.5,102.31 356269,854566.82,111.02 
371986,838984.4,100.99 348265,739599.64,100.6 
367983,811549.26,100.66 370130,811399.49,97.31 
406263,525548.51,100.82 391432,494605.93,100.86 
385232,1023201.12,105.68 395810,1094929.04,100.26 
420740,927235.74,97.66 380376,859704.91,101.96 
400585,118459.74,104.07 377374,86000.3,102.71 
434098,0,90.38 361114,0,112.79 
403161,0,100.02 382816,0,96.09 
348075,19678.59,113.53 351703,21327.34,103.7 
372951,54088.37,100.78 359410,51109.09,107.25 
416305,77537.84,95.31 397353,36013.9,100.59 

405313,793963.19,98.66 353679,652045.36,101.29 
364880,167484.06,101.54 368679,175725.56,101.16 
398273,1141553.82,109.69 364883,962056.97,100.55 
362560,913096.21,106.07 391598,958978.97,97.89 
397917,1049831.53,97.7 383022,1038158.65,101.59 
392671,857051.59,92.23 372295,811648.88,103.75 
399103,505933.16,98.52 332419,414074.27,109.99 
320942,885282.54,100.98 399290,1131098.09,98.76 
367654,831105.15,105.05 396437,885971.95,111.71 
431258,162875.97,106.95 333018,79182.4,96.49 
390671,0,99.75 368713,0,106.45 
399865,0,95.58 402248,0,100.17 
414867,33047.04,101.78 352055,29984.3,103.29 
384890,64188.72,101.82 383142,66294.79,96.17 
393069,98390.19,93.9 315148,65743.11,105.07 

414601,806278.18,101.26 401615,749847.1,101.74 
415116,212512.91,95.89 386089,165768.18,103.54 
404480,1123948.33,98.22 327563,783309.42,102.49 
350559,874226.12,106.29 366313,909282.15,96.25 
430695,1198150.22,102.06 358676,813390.72,98.92 
324789,671538.68,103.43 350961,791947.47,102.98 
371889,464346.84,99.57 338621,405237.86,115.16 
380821,1036052.26,107.87 306999,846002.34,113.12 
397384,881718.99,103.07 352650,809977.91,95.62 
352518,84128.69,112.75 385351,118582.22,103.24 
406863,0,108.13 363044,0,110.26 
380539,0,101.59 385408,0,103.39 
341015,19453.83,93.0 392783,23610.31,101.55 
324974,59826.78,108.45 420399,62635.25,88.09 
374232,98759.06,98.97 392383,75197.08,99.1 

317297,592378.61,105.31 375350,709512.7,108.48 
369060,187376.81,94.67 390674,175642.15,110.44 
341323,886023.3,101.53 368422,977456.79,101.59 
379418,918938.5,106.88 350203,865999.53,105.84 
348859,797857.34,106.71 400359,1064994.45,110.53 
319535,626600.19,116.11 373024,820304.09,106.41 
313229,374224.73,110.32 402094,551632.68,100.61 
430823,1760146.87,97.61 393976,1091394.84,103.97 
396234,885763.8,99.27 390728,892735.52,104.33 
369078,141801.13,92.81 326664,71078.53,114.38 
351102,0,109.28 410382,0,97.45 
361252,0,109.21 347861,0,111.83 
345126,24146.05,112.85 358121,26847.37,106.11 
349672,61420.96,104.55 374067,92331.56,92.7 
369317,62527.96,94.36 373968,65788.12,122.02 

338675,622102.96,96.08 310225,549479.86,101.63 
381971,201581.54,95.3 388310,165741.18,97.43 
347771,846867.51,94.39 384392,1098563.09,105.0 
366023,913820.05,93.52 312129,676528.51,107.57 
339511,733192.17,110.97 369342,946197.95,105.36 
330428,706351.64,108.52 348511,746262.22,98.1 
370369,511188.34,93.39 381668,548239.33,97.13 
299007,865252.0,89.44 397993,1607941.23,97.54 
341209,801742.31,100.12 413747,927188.07,102.4 
379591,99422.76,92.64 329097,69685.19,97.55 
378205,0,113.06 362011,0,93.02 
367134,0,100.65 388748,0,105.29 
380154,26813.96,99.84 380730,25343.48,109.38 
375283,62588.46,92.8 359578,80064.61,100.33 
371738,88663.35,104.98 373755,61957.43,98.16 

337393,616769.69,97.27 378441,718201.48,100.6 
376204,195532.76,101.35 361131,179270.67,98.55 
362901,936235.69,101.88 336814,811976.18,102.94 
347551,855347.72,103.43 377378,946259.78,101.36 
323286,703186.73,100.68 393871,1088236.31,105.68 
387953,868822.52,103.94 358447,793295.4,90.97 
354865,432942.21,102.63 357883,510859.16,101.15 
344961,958118.03,106.89 346854,964810.4,107.18 
339348,804476.96,97.9 378518,869411.23,104.3 
353921,81931.82,106.07 387576,120112.33,103.71 
374676,0,96.98 377113,0,107.17 
364069,0,103.62 381604,0,107.3 
355055,23721.67,110.4 373995,33047.04,102.2 
287121,43222.52,101.52 383770,69713.89,110.72 
387327,86643.19,107.61 398803,86946.18,100.42 

345912,620164.01,103.37 373397,698176.94,98.02 
365243,174197.4,102.55 355174,170175.12,110.03 
391468,1111366.24,110.1 367987,1058776.32,108.01 
371848,928819.93,102.5 357321,888738.02,110.94 
306870,669670.44,96.24 346606,784316.64,99.59 
377255,830844.55,114.86 391886,845385.78,101.29 
351164,424694.53,94.13 342993,417975.48,105.84 
361907,996359.74,107.72 361360,1012335.45,96.34 
320305,778740.42,100.25 356320,825885.03,112.47 
339303,47350.17,107.07 362713,102879.03,100.27 
401639,0,99.86 414620,0,101.23 
367736,0,107.57 381266,0,96.53 
392478,21340.54,103.2 361836,33047.04,98.41 
350346,44252.01,98.98 343859,57185.25,98.5 
373805,68066.01,99.09 354405,64885.85,104.36 

342603,612125.43,97.28 374826,704377.52,112.42 
358432,181869.62,103.69 348741,182434.08,98.89 
355323,908356.1,98.5 325207,789982.29,104.61 
359439,899651.09,103.51 330768,783039.99,107.57 
347386,743939.85,103.02 354204,807589.65,104.86 
324745,672541.57,93.47 338264,687960.22,111.09 
339089,454731.26,106.29 320060,319385.74,114.83 
363358,997501.8,98.21 381302,1033912.66,97.76 
336616,817832.29,116.57 335896,831945.2,92.56 
366092,116865.89,106.24 364320,129892.89,91.93 
367986,0,105.41 353665,0,105.55 
336500,0,102.4 390431,0,96.7 
348525,21281.59,102.68 405711,25454.73,92.38 
375086,83196.42,108.08 386409,82966.43,101.64 
337706,80512.23,102.91 379719,92703.76,101.63 

330633,584335.18,104.96 379008,705825.01,104.24 
329565,158768.65,103.61 400654,203072.01,109.27 
322437,770449.29,100.13 366405,967324.62,97.14 
347162,836927.71,102.88 385951,1038225.6,104.75 
375490,862720.5,108.13 364593,853202.45,105.29 
340466,720160.62,110.23 327535,682156.45,104.4 
329150,373887.55,111.33 297342,390934.07,88.13 
360620,1003438.63,90.39 385666,1029389.91,102.14 
322124,795141.62,102.49 327427,767761.97,105.23 
331583,41235.7,106.5 352205,106765.4,107.51 
320639,0,106.29 401339,0,98.39 
356837,0,106.24 399174,0,97.24 
350791,31944.89,100.6 425063,32861.59,108.3 
368409,64969.03,94.3 349276,88971.14,107.99 
395849,102432.35,105.1 371311,57669.45,104.98 

345808,609551.81,105.16 368190,692970.25,95.88 
328584,170545.53,110.59 328763,164846.5,106.03 
347961,894423.46,101.17 339829,822993.83,104.7 
335947,786746.6,99.2 329266,769565.77,98.46 
369502,836892.42,109.57 347942,737899.97,104.3 
313730,647978.21,99.0 366001,798944.23,102.07 
332571,386166.9,97.34 363506,399101.45,97.92 
345391,969664.79,102.99 343248,977327.13,100.89 
319089,778520.33,102.75 385728,875235.48,94.32 
324286,66168.95,94.78 352971,62868.9,99.58 
365204,0,93.44 374145,0,103.24 
390533,0,105.69 374220,0,93.22 
422810,24190.09,112.13 389150,33047.04,103.8 
347638,39106.42,100.25 357667,91624.54,107.12 
363494,89050.85,99.17 325168,74082.54,96.09 

325871,603646.96,106.9 395660,721545.19,110.58 
367617,153915.87,100.35 386521,181194.6,100.25 
332487,812900.71,106.6 381136,1081272.08,103.75 
297491,640821.17,100.22 347035,877601.24,103.37 
347534,796512.05,100.78 356158,777389.72,98.37 
364791,790269.52,108.28 305712,628925.9,98.84 
396056,548472.61,100.16 334874,399907.95,101.26 
341364,970148.95,110.38 363111,1010674.44,99.72 
318647,783335.12,117.15 325024,779334.87,108.56 
329826,73356.26,106.04 384644,94773.37,99.08 
410757,0,93.16 384541,0,95.4 
377780,0,109.35 389601,0,108.68 
357945,18241.22,103.3 368946,23405.02,102.92 
365401,88906.05,109.09 358891,71131.31,92.13 
319568,46865.8,104.06 383856,70960.06,90.4 

355202,650520.74,92.85 400047,766656.48,100.97 
352540,180910.11,95.74 340570,205193.47,107.52 
286087,619763.84,105.12 319159,749199.18,100.8 
321282,751648.58,113.22 370912,889755.23,106.49 
303538,623383.14,97.94 355854,816294.19,102.05 
286589,502079.78,101.39 326438,672866.11,118.1 
338404,347564.25,100.37 338508,375231.51,96.86 
306792,886532.04,104.57 344664,958096.58,106.32 
351109,825117.84,106.08 303429,654469.53,105.99 
323477,58119.75,102.23 332758,61341.33,109.57 
401400,0,92.18 373963,0,95.7 
370318,0,102.16 439698,0,95.72 
346826,15313.6,97.01 345903,19112.03,105.13 
333959,62107.92,108.06 374348,104029.89,97.42 
340477,59255.66,94.19 366510,86131.03,100.93 

341386,621573.86,92.87 312433,560089.66,106.41 
357965,181717.92,101.11 380929,203177.77,107.89 
293134,647769.19,104.64 316579,729470.0,107.52 
375270,958108.44,107.65 301308,627780.48,106.06 
352235,789014.54,106.52 344498,771852.19,106.54 
328305,707516.89,106.17 351784,741713.53,110.87 
364965,456802.21,98.47 360543,405300.77,101.51 
384003,1068028.64,109.31 307093,843996.53,91.58 
347095,817973.42,103.5 320484,782699.16,100.17 
347321,60764.18,102.39 331740,76904.02,102.22 
355757,0,103.13 401887,0,95.82 
365052,0,93.53 371204,0,101.72 
387456,27137.45,102.3 350029,33114.78,102.34 
376467,80208.44,102.04 319525,37790.0,110.84 
319114,74133.63,100.92 344693,59439.83,105.51 

297946,526772.32,111.99 325015,587553.42,107.98 
293108,170310.91,101.21 331198,149306.46,105.26 
355951,888336.12,108.18 284658,615176.06,113.37 
326528,743710.06,107.09 299938,642705.07,103.89 
331243,698309.27,91.35 344989,764704.13,104.79 
327005,696624.86,102.25 312261,628437.93,110.0 
313783,337433.36,106.5 306710,388945.66,102.74 
367852,976284.15,101.62 300920,835103.53,105.85 
328708,790325.86,103.78 327692,762100.23,108.79 
319366,88222.08,99.81 312355,69685.15,109.25 
349999,0,98.14 398825,0,101.23 
349194,0,99.15 356139,0,98.48 
395732,32861.59,94.41 400369,27898.69,93.53 
385698,98120.19,107.01 315931,62403.83,90.75 
375043,58948.89,88.98 385371,62803.21,98.47 

331534,599420.38,98.69 334181,616159.82,100.28 
318497,154679.78,105.12 354342,158774.18,105.3 
322106,788733.95,92.96 296947,676804.89,95.95 
342492,839351.3,104.69 331893,760867.22,99.44 
269817,551013.68,102.73 311353,658237.04,100.49 
319511,654579.21,115.12 331314,683286.43,108.11 
294885,343300.59,99.52 302087,328327.41,104.72 
311919,899185.08,105.24 312603,852324.21,99.49 
330453,787457.32,106.75 273326,537601.12,113.31 
350058,81654.04,99.93 347404,80036.01,95.99 
339300,0,112.16 364783,0,90.8 
398573,0,97.06 412767,0,85.4 
366075,22061.89,92.09 318122,23141.0,105.36 
335663,56861.89,111.46 326816,48909.25,101.9 
343457,64956.42,110.05 330439,71514.5,110.22 

308628,560139.92,104.59 335334,596136.43,111.92 
310571,188126.04,106.37 310948,162354.25,102.35 
312978,709369.64,115.28 339474,846859.81,110.88 
360380,863819.39,97.69 341646,776813.14,107.0 
309973,693435.47,102.77 309158,655404.09,99.23 
323139,674866.49,116.37 280651,503648.72,104.34 
295623,327690.66,115.78 318187,354526.33,113.88 
277406,806233.41,99.39 332126,955269.37,102.85 
307805,660511.29,111.7 326748,798178.06,107.18 
286691,37948.59,113.73 331666,52884.44,95.9 
362525,0,106.55 388141,0,98.51 
399384,0,96.16 334445,0,104.49 
347522,32861.59,107.21 403248,33047.04,97.63 
285284,56307.29,96.2 330394,52704.56,100.45 
356416,76351.47,108.23 363790,111894.39,96.51 

258005,461636.44,111.8 334177,607715.71,92.22 
326719,180434.81,107.17 334978,164315.28,109.24 
304325,676559.39,108.86 337635,809537.75,118.49 
368535,907892.02,93.97 266441,548879.96,92.44 
335367,733041.56,110.15 313521,689972.12,107.81 
265453,444986.28,114.04 326909,676638.29,103.42 
306233,320449.19,99.85 328292,362640.14,103.9 
314346,862791.31,107.68 301688,852099.26,106.46 
306808,720964.15,113.52 331401,784614.27,105.99 
309390,48729.52,117.25 361789,77590.37,105.81 
361219,0,101.92 364925,0,92.18 
345086,0,100.57 383155,0,96.59 
327841,32861.59,99.43 402735,29522.5,87.31 
319107,52012.05,88.41 344059,72268.32,100.17 
299736,61988.7,110.6 368209,70874.01,104.86 

334003,585222.93,96.99 338718,614837.48,97.93 
274581,132928.01,94.51 330092,203580.51,110.31 
319594,759198.4,105.15 305100,706719.31,107.9 
308305,658844.4,108.6 330944,782748.74,113.03 
318610,710758.32,106.19 336723,712801.31,95.24 
347397,742762.54,108.03 334672,696724.63,98.83 
272497,303544.54,108.42 303645,335444.12,98.29 
305246,856881.24,104.82 325996,915854.91,96.55 
315143,681532.5,113.42 322203,772840.97,105.78 
293355,44141.87,99.21 326167,41088.05,107.71 
361379,0,111.28 413551,0,106.24 
333305,0,113.45 362846,0,99.78 
344269,27898.69,106.38 397947,25454.73,103.84 
368897,83082.3,109.94 318604,59055.84,105.5 
326533,66037.81,105.54 321075,52916.75,105.21 

313413,544085.56,114.55 312901,558599.2,103.57 
302805,143695.06,108.41 324498,188811.91,101.94 
297415,649770.54,108.92 329507,757835.71,119.11 
339278,799383.53,103.89 327217,789646.67,104.77 
330775,735832.46,110.14 368052,901395.94,110.42 
324036,663775.36,101.84 300846,553790.93,110.85 
288131,344630.48,111.08 305497,348551.48,100.23 
332315,948263.87,93.62 321390,897497.55,108.98 
289973,656096.56,102.34 310754,733049.47,104.79 
301852,27418.44,105.15 352698,57522.14,97.28 
333728,0,105.11 353880,0,95.25 
298449,0,95.93 404242,0,94.99 
313402,25610.86,99.13 389163,26812.56,99.19 
327163,53311.37,105.75 347273,66010.12,99.11 
292393,59199.59,105.83 329660,71411.95,88.97 

298766,564762.89,116.66 348764,622724.74,94.15 
332691,176114.83,105.82 317120,152944.88,104.12 
328681,771891.22,104.47 311679,750227.91,103.97 
283539,568335.58,110.22 310699,668568.88,105.88 
312316,659160.3,106.42 284254,584654.63,100.93 
314148,623010.37,105.03 293635,550783.23,102.77 
285718,316973.06,110.37 299098,336489.92,94.81 
297029,834962.47,110.61 287804,795281.77,109.86 
259444,513608.85,103.53 320553,726335.55,108.38 
310144,74805.76,117.19 324452,51148.59,110.01 
322281,0,98.71 392213,0,90.64 
330802,0,106.27 387709,0,101.99 
330523,23808.49,109.52 382408,26896.79,99.28 
298306,73773.63,104.23 339012,63625.84,101.49 
302954,74721.91,119.65 332548,51099.56,107.92 

328560,568019.34,90.81 293303,514772.16,109.3 
303832,154017.45,96.43 308067,157030.93,98.52 
280040,578037.83,114.35 308897,695296.53,93.89 
313291,710647.01,102.78 367044,889760.71,101.32 
312726,635101.74,103.04 351671,784194.08,106.85 
285137,486879.65,106.53 306042,624738.64,100.03 
338154,354151.41,104.62 307567,342756.84,100.96 
317852,869490.43,101.71 349534,962168.55,95.31 
317580,790738.1,109.25 331611,781609.47,107.62 
304569,47384.67,101.55 324027,54199.72,104.16 
335330,0,97.84 365973,0,105.42 
352687,0,110.61 376061,0,99.64 
313387,28638.85,108.02 375089,22826.34,96.92 
312047,75378.18,101.94 315612,61490.03,101.13 
296521,62971.3,105.7 326921,55969.53,97.68 

316419,553170.36,112.34 301204,555688.69,107.18 
291830,121029.28,106.78 306031,150248.95,113.36 
314416,768562.62,98.32 293287,632452.68,112.43 
308661,676094.06,104.97 256283,469805.85,101.2 
273285,535654.57,106.71 308669,646625.46,101.07 
297604,541905.86,100.11 324913,667069.43,103.15 
284257,297079.55,101.64 298236,354279.2,113.31 
351290,994394.19,108.82 266768,802630.28,118.26 
291141,635759.84,94.76 278829,564333.93,102.06 
326577,56617.4,103.32 310352,42404.18,108.85 
369988,0,103.08 397507,0,96.46 
346763,0,94.4 339369,0,106.21 
345834,29777.15,109.07 344630,22312.41,104.22 
347716,51012.15,114.67 344561,58929.25,101.96 
319285,64217.71,102.54 365542,87377.77,89.64 

279552,482271.11,101.01 288175,511109.92,107.91 
346300,155166.49,101.5 271609,115922.87,101.86 
